2022-04-02 15:17:16,201 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-04-02 15:17:16,202 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-04-02 15:17:16,202 ============================================================
2022-04-02 15:17:16,202 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-04-02 15:17:16,202 ============================================================
2022-04-02 15:17:16,202 Loading data...
2022-04-02 15:17:16,204 Already preprocessed Training Data Part 1. Loading now...
2022-04-02 15:17:16,377 Already preprocessed Training Data Part2. Loading now...
2022-04-02 15:17:16,650 Already preprocessed Training Data Part3. Loading now...
2022-04-02 15:17:16,934 Already preprocessed this configuration. Loading now...
2022-04-02 15:23:45,525 Training Images: torch.Size([240, 240, 54560])
2022-04-02 15:23:45,525 Training Labels: torch.Size([240, 240, 54560])
2022-04-02 15:23:45,525 Validation Images: torch.Size([240, 240, 12400])
2022-04-02 15:23:45,525 Validation Labels: torch.Size([240, 240, 12400])
2022-04-02 15:23:45,526 ============================================================
2022-04-02 15:23:45,572 17 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-04-02 15:23:49,066 iteration 1 : loss : 1.129602, loss_ce: 1.392455
2022-04-02 15:23:53,029 iteration 2 : loss : 1.039473, loss_ce: 1.246082
2022-04-02 15:23:56,516 iteration 3 : loss : 0.988576, loss_ce: 1.152090
2022-04-02 15:24:00,117 iteration 4 : loss : 0.931682, loss_ce: 1.052067
2022-04-02 15:24:03,299 iteration 5 : loss : 0.872739, loss_ce: 0.952658
2022-04-02 15:24:06,410 iteration 6 : loss : 0.828939, loss_ce: 0.873415
2022-04-02 15:24:09,537 iteration 7 : loss : 0.789193, loss_ce: 0.805601
2022-04-02 15:24:13,141 iteration 8 : loss : 0.750970, loss_ce: 0.741387
2022-04-02 15:24:16,712 iteration 9 : loss : 0.713418, loss_ce: 0.681412
2022-04-02 15:24:20,449 iteration 10 : loss : 0.677919, loss_ce: 0.625042
2022-04-02 15:24:23,870 iteration 11 : loss : 0.661209, loss_ce: 0.565914
2022-04-02 15:24:27,219 iteration 12 : loss : 0.652212, loss_ce: 0.556949
2022-04-02 15:24:30,756 iteration 13 : loss : 0.606950, loss_ce: 0.472382
2022-04-02 15:24:34,430 iteration 14 : loss : 0.569998, loss_ce: 0.437616
2022-04-02 15:24:37,632 iteration 15 : loss : 0.539851, loss_ce: 0.408529
2022-04-02 15:24:41,135 iteration 16 : loss : 0.544604, loss_ce: 0.352240
2022-04-02 15:24:44,130 iteration 17 : loss : 0.516439, loss_ce: 0.322680
