2022-04-02 15:02:09,550 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-04-02 15:02:09,551 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-04-02 15:02:09,551 ============================================================
2022-04-02 15:02:09,551 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-04-02 15:02:09,551 ============================================================
2022-04-02 15:02:09,551 Loading data...
2022-04-02 15:02:09,554 Already preprocessed Training Data Part 1. Loading now...
2022-04-02 15:02:09,645 Already preprocessed Training Data Part2. Loading now...
2022-04-02 15:02:09,699 Already preprocessed Training Data Part3. Loading now...
2022-04-02 15:02:09,750 Already preprocessed this configuration. Loading now...
2022-04-02 15:08:58,226 Training Images: torch.Size([240, 240, 54560])
2022-04-02 15:08:58,227 Training Labels: torch.Size([240, 240, 54560])
2022-04-02 15:08:58,227 Validation Images: torch.Size([240, 240, 12400])
2022-04-02 15:08:58,227 Validation Labels: torch.Size([240, 240, 12400])
2022-04-02 15:08:58,227 ============================================================
2022-04-02 15:08:58,283 17 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-04-02 15:09:02,621 iteration 1 : loss : 1.153600, loss_ce: 1.432893
2022-04-02 15:09:06,536 iteration 2 : loss : 1.077500, loss_ce: 1.303438
2022-04-02 15:09:09,696 iteration 3 : loss : 1.026943, loss_ce: 1.223311
2022-04-02 15:09:13,121 iteration 4 : loss : 0.981741, loss_ce: 1.131812
2022-04-02 15:09:16,741 iteration 5 : loss : 0.914164, loss_ce: 1.033161
2022-04-02 15:09:20,208 iteration 6 : loss : 0.837922, loss_ce: 0.937877
2022-04-02 15:09:23,324 iteration 7 : loss : 0.816243, loss_ce: 0.880709
2022-04-02 15:09:27,720 iteration 8 : loss : 0.837596, loss_ce: 0.871400
2022-04-02 15:09:31,326 iteration 9 : loss : 0.724020, loss_ce: 0.738284
2022-04-02 15:09:34,509 iteration 10 : loss : 0.652477, loss_ce: 0.667003
2022-04-02 15:09:37,978 iteration 11 : loss : 0.645420, loss_ce: 0.604285
2022-04-02 15:09:41,020 iteration 12 : loss : 0.639934, loss_ce: 0.568362
2022-04-02 15:09:44,122 iteration 13 : loss : 0.615882, loss_ce: 0.503801
2022-04-02 15:09:47,925 iteration 14 : loss : 0.563694, loss_ce: 0.441320
2022-04-02 15:09:51,400 iteration 15 : loss : 0.522940, loss_ce: 0.399825
2022-04-02 15:09:54,717 iteration 16 : loss : 0.506499, loss_ce: 0.363765
2022-04-02 15:09:58,353 iteration 17 : loss : 0.486132, loss_ce: 0.316364
2022-04-02 15:10:01,967 iteration 18 : loss : 0.467558, loss_ce: 0.283389
2022-04-02 15:10:06,106 iteration 19 : loss : 0.437245, loss_ce: 0.263578
2022-04-02 15:10:09,934 iteration 20 : loss : 0.413599, loss_ce: 0.233931
2022-04-02 15:10:12,995 iteration 21 : loss : 0.412275, loss_ce: 0.215431
2022-04-02 15:10:16,963 iteration 22 : loss : 0.403071, loss_ce: 0.197505
2022-04-02 15:10:20,254 iteration 23 : loss : 0.386677, loss_ce: 0.178828
2022-04-02 15:10:23,686 iteration 24 : loss : 0.370448, loss_ce: 0.161912
2022-04-02 15:10:27,042 iteration 25 : loss : 0.364647, loss_ce: 0.152597
2022-04-02 15:10:30,915 iteration 26 : loss : 0.343680, loss_ce: 0.135220
2022-04-02 15:10:34,680 iteration 27 : loss : 0.355524, loss_ce: 0.123336
2022-04-02 15:10:37,961 iteration 28 : loss : 0.330797, loss_ce: 0.107371
2022-04-02 15:10:41,348 iteration 29 : loss : 0.359937, loss_ce: 0.107013
2022-04-02 15:10:45,281 iteration 30 : loss : 0.309230, loss_ce: 0.103114
2022-04-02 15:10:49,584 iteration 31 : loss : 0.307845, loss_ce: 0.100674
2022-04-02 15:10:53,198 iteration 32 : loss : 0.296049, loss_ce: 0.099628
2022-04-02 15:10:56,287 iteration 33 : loss : 0.298127, loss_ce: 0.091657
2022-04-02 15:11:00,175 iteration 34 : loss : 0.292696, loss_ce: 0.088149
2022-04-02 15:11:03,616 iteration 35 : loss : 0.306666, loss_ce: 0.074047
2022-04-02 15:11:07,271 iteration 36 : loss : 0.266652, loss_ce: 0.064355
2022-04-02 15:11:11,036 iteration 37 : loss : 0.343956, loss_ce: 0.061746
2022-04-02 15:11:14,606 iteration 38 : loss : 0.300417, loss_ce: 0.060834
2022-04-02 15:11:18,587 iteration 39 : loss : 0.296019, loss_ce: 0.069752
2022-04-02 15:11:21,997 iteration 40 : loss : 0.266423, loss_ce: 0.071512
2022-04-02 15:11:25,675 iteration 41 : loss : 0.286633, loss_ce: 0.067730
2022-04-02 15:11:29,774 iteration 42 : loss : 0.287309, loss_ce: 0.074077
2022-04-02 15:11:33,067 iteration 43 : loss : 0.286787, loss_ce: 0.059927
2022-04-02 15:11:36,448 iteration 44 : loss : 0.286976, loss_ce: 0.059324
2022-04-02 15:11:40,193 iteration 45 : loss : 0.292950, loss_ce: 0.068284
2022-04-02 15:11:43,725 iteration 46 : loss : 0.267825, loss_ce: 0.058343
2022-04-02 15:11:46,971 iteration 47 : loss : 0.269451, loss_ce: 0.060616
2022-04-02 15:11:50,119 iteration 48 : loss : 0.275320, loss_ce: 0.054533
2022-04-02 15:11:53,796 iteration 49 : loss : 0.291455, loss_ce: 0.070040
2022-04-02 15:11:57,293 iteration 50 : loss : 0.263278, loss_ce: 0.062912
2022-04-02 15:12:01,222 iteration 51 : loss : 0.263124, loss_ce: 0.044604
2022-04-02 15:12:04,019 iteration 52 : loss : 0.262163, loss_ce: 0.048750
2022-04-02 15:12:07,743 iteration 53 : loss : 0.276577, loss_ce: 0.038473
2022-04-02 15:12:10,433 iteration 54 : loss : 0.300271, loss_ce: 0.041461
2022-04-02 15:12:14,021 iteration 55 : loss : 0.256942, loss_ce: 0.036431
2022-04-02 15:12:17,664 iteration 56 : loss : 0.308553, loss_ce: 0.046839
2022-04-02 15:12:20,974 iteration 57 : loss : 0.248317, loss_ce: 0.034550
2022-04-02 15:12:24,570 iteration 58 : loss : 0.266278, loss_ce: 0.044315
2022-04-02 15:12:27,858 iteration 59 : loss : 0.255093, loss_ce: 0.042126
2022-04-02 15:12:31,587 iteration 60 : loss : 0.373860, loss_ce: 0.074672
2022-04-02 15:12:36,421 iteration 61 : loss : 0.228696, loss_ce: 0.038758
2022-04-02 15:12:40,675 iteration 62 : loss : 0.280462, loss_ce: 0.040068
2022-04-02 15:12:44,479 iteration 63 : loss : 0.223381, loss_ce: 0.029847
2022-04-02 15:12:48,142 iteration 64 : loss : 0.249831, loss_ce: 0.035231
2022-04-02 15:12:52,061 iteration 65 : loss : 0.290334, loss_ce: 0.042542
2022-04-02 15:12:55,268 iteration 66 : loss : 0.279051, loss_ce: 0.040263
2022-04-02 15:12:59,110 iteration 67 : loss : 0.235152, loss_ce: 0.035103
2022-04-02 15:13:02,742 iteration 68 : loss : 0.341992, loss_ce: 0.039824
2022-04-02 15:13:06,103 iteration 69 : loss : 0.207759, loss_ce: 0.034730
2022-04-02 15:13:10,341 iteration 70 : loss : 0.237111, loss_ce: 0.043924
2022-04-02 15:13:13,630 iteration 71 : loss : 0.249039, loss_ce: 0.036654
2022-04-02 15:13:17,219 iteration 72 : loss : 0.245825, loss_ce: 0.039947
2022-04-02 15:13:20,431 iteration 73 : loss : 0.232608, loss_ce: 0.030782
2022-04-02 15:13:23,885 iteration 74 : loss : 0.306359, loss_ce: 0.032442
2022-04-02 15:13:27,790 iteration 75 : loss : 0.268759, loss_ce: 0.037940
2022-04-02 15:13:31,473 iteration 76 : loss : 0.236095, loss_ce: 0.023869
2022-04-02 15:13:35,033 iteration 77 : loss : 0.176547, loss_ce: 0.021396
2022-04-02 15:13:38,784 iteration 78 : loss : 0.198156, loss_ce: 0.021693
2022-04-02 15:13:42,353 iteration 79 : loss : 0.235933, loss_ce: 0.042171
2022-04-02 15:13:45,184 iteration 80 : loss : 0.210079, loss_ce: 0.026227
2022-04-02 15:13:48,567 iteration 81 : loss : 0.236091, loss_ce: 0.032984
2022-04-02 15:13:52,170 iteration 82 : loss : 0.168915, loss_ce: 0.026856
2022-04-02 15:13:56,782 iteration 83 : loss : 0.247651, loss_ce: 0.036486
2022-04-02 15:14:00,321 iteration 84 : loss : 0.182232, loss_ce: 0.028009
2022-04-02 15:14:04,154 iteration 85 : loss : 0.186611, loss_ce: 0.025224
2022-04-02 15:14:07,412 iteration 86 : loss : 0.205106, loss_ce: 0.020303
2022-04-02 15:14:10,667 iteration 87 : loss : 0.266389, loss_ce: 0.041102
2022-04-02 15:14:14,068 iteration 88 : loss : 0.170817, loss_ce: 0.017247
2022-04-02 15:14:18,336 iteration 89 : loss : 0.159721, loss_ce: 0.019888
2022-04-02 15:14:22,723 iteration 90 : loss : 0.158021, loss_ce: 0.027251
2022-04-02 15:14:26,227 iteration 91 : loss : 0.166404, loss_ce: 0.027145
2022-04-02 15:14:30,202 iteration 92 : loss : 0.277131, loss_ce: 0.045675
2022-04-02 15:14:34,292 iteration 93 : loss : 0.286366, loss_ce: 0.045828
2022-04-02 15:14:37,270 iteration 94 : loss : 0.240896, loss_ce: 0.035425
2022-04-02 15:14:41,638 iteration 95 : loss : 0.211218, loss_ce: 0.027259
2022-04-02 15:14:44,827 iteration 96 : loss : 0.193403, loss_ce: 0.029536
2022-04-02 15:14:48,359 iteration 97 : loss : 0.257809, loss_ce: 0.032716
2022-04-02 15:14:51,983 iteration 98 : loss : 0.139149, loss_ce: 0.016799
2022-04-02 15:14:55,610 iteration 99 : loss : 0.206803, loss_ce: 0.036134
2022-04-02 15:14:58,984 iteration 100 : loss : 0.187416, loss_ce: 0.022194
2022-04-02 15:15:02,203 iteration 101 : loss : 0.177944, loss_ce: 0.026297
2022-04-02 15:15:06,109 iteration 102 : loss : 0.198617, loss_ce: 0.022728
2022-04-02 15:15:09,828 iteration 103 : loss : 0.254748, loss_ce: 0.033189
2022-04-02 15:15:13,459 iteration 104 : loss : 0.260911, loss_ce: 0.029729
2022-04-02 15:15:17,133 iteration 105 : loss : 0.324408, loss_ce: 0.038657
2022-04-02 15:15:20,443 iteration 106 : loss : 0.156842, loss_ce: 0.026553
2022-04-02 15:15:24,427 iteration 107 : loss : 0.189426, loss_ce: 0.016619
2022-04-02 15:15:27,862 iteration 108 : loss : 0.173406, loss_ce: 0.021165
2022-04-02 15:15:30,968 iteration 109 : loss : 0.238201, loss_ce: 0.038666
2022-04-02 15:15:34,020 iteration 110 : loss : 0.223181, loss_ce: 0.040822
2022-04-02 15:15:37,258 iteration 111 : loss : 0.339360, loss_ce: 0.030963
2022-04-02 15:15:41,218 iteration 112 : loss : 0.226936, loss_ce: 0.025552
2022-04-02 15:15:44,939 iteration 113 : loss : 0.254983, loss_ce: 0.027180
2022-04-02 15:15:49,359 iteration 114 : loss : 0.196751, loss_ce: 0.034931
2022-04-02 15:15:52,309 iteration 115 : loss : 0.173277, loss_ce: 0.017988
2022-04-02 15:15:56,952 iteration 116 : loss : 0.177698, loss_ce: 0.019086
2022-04-02 15:16:00,492 iteration 117 : loss : 0.231126, loss_ce: 0.040668
2022-04-02 15:16:04,656 iteration 118 : loss : 0.189745, loss_ce: 0.028658
2022-04-02 15:16:07,728 iteration 119 : loss : 0.215914, loss_ce: 0.028220
2022-04-02 15:16:11,539 iteration 120 : loss : 0.192918, loss_ce: 0.033802
2022-04-02 15:16:15,247 iteration 121 : loss : 0.266926, loss_ce: 0.031709
2022-04-02 15:16:19,010 iteration 122 : loss : 0.199190, loss_ce: 0.023270
2022-04-02 15:16:22,815 iteration 123 : loss : 0.278977, loss_ce: 0.036651
2022-04-02 15:16:26,284 iteration 124 : loss : 0.258099, loss_ce: 0.044290
2022-04-02 15:16:30,018 iteration 125 : loss : 0.271244, loss_ce: 0.039055
2022-04-02 15:16:33,572 iteration 126 : loss : 0.170819, loss_ce: 0.021036
2022-04-02 15:16:37,594 iteration 127 : loss : 0.189243, loss_ce: 0.037736
2022-04-02 15:16:41,010 iteration 128 : loss : 0.164712, loss_ce: 0.021966
2022-04-02 15:16:44,710 iteration 129 : loss : 0.221521, loss_ce: 0.023816
2022-04-02 15:16:47,791 iteration 130 : loss : 0.150602, loss_ce: 0.023159
2022-04-02 15:16:51,356 iteration 131 : loss : 0.158429, loss_ce: 0.024658
