2022-04-03 16:36:09,288 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-04-03 16:36:09,288 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-04-03 16:36:09,288 ============================================================
2022-04-03 16:36:09,288 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-04-03 16:36:09,288 ============================================================
2022-04-03 16:36:09,288 Loading data...
2022-04-03 16:36:09,290 Already preprocessed Training Data Part 1. Loading now...
2022-04-03 16:36:09,453 Already preprocessed Training Data Part2. Loading now...
2022-04-03 16:36:09,708 Already preprocessed Training Data Part3. Loading now...
2022-04-03 16:36:09,981 Already preprocessed this configuration. Loading now...
2022-04-03 16:42:21,672 Training Images: torch.Size([240, 240, 54560])
2022-04-03 16:42:21,673 Training Labels: torch.Size([240, 240, 54560])
2022-04-03 16:42:21,673 Validation Images: torch.Size([240, 240, 12400])
2022-04-03 16:42:21,673 Validation Labels: torch.Size([240, 240, 12400])
2022-04-03 16:42:21,673 ============================================================
2022-04-03 16:42:21,709 17 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-04-03 16:42:23,969 iteration 1 : loss : 1.234784, loss_ce: 1.593570
2022-04-03 16:42:26,416 iteration 2 : loss : 1.196753, loss_ce: 1.519217
2022-04-03 16:42:28,576 iteration 3 : loss : 1.158767, loss_ce: 1.448292
2022-04-03 16:42:30,323 iteration 4 : loss : 1.098096, loss_ce: 1.365724
2022-04-03 16:42:32,302 iteration 5 : loss : 1.111821, loss_ce: 1.365074
2022-04-03 16:42:34,809 iteration 6 : loss : 1.073140, loss_ce: 1.305250
2022-04-03 16:42:37,019 iteration 7 : loss : 1.042251, loss_ce: 1.251566
2022-04-03 16:42:38,770 iteration 8 : loss : 1.035614, loss_ce: 1.217105
2022-04-03 16:42:40,890 iteration 9 : loss : 1.012129, loss_ce: 1.190707
2022-04-03 16:42:42,520 iteration 10 : loss : 1.003659, loss_ce: 1.172504
2022-04-03 16:42:44,805 iteration 11 : loss : 1.017352, loss_ce: 1.183849
2022-04-03 16:42:46,964 iteration 12 : loss : 0.994769, loss_ce: 1.149953
2022-04-03 16:42:49,042 iteration 13 : loss : 0.994328, loss_ce: 1.148905
2022-04-03 16:42:50,907 iteration 14 : loss : 0.953593, loss_ce: 1.086628
2022-04-03 16:42:53,167 iteration 15 : loss : 0.944882, loss_ce: 1.062521
2022-04-03 16:42:55,249 iteration 16 : loss : 0.941064, loss_ce: 1.059618
2022-04-03 16:42:57,228 iteration 17 : loss : 0.920469, loss_ce: 1.026937
2022-04-03 16:42:59,123 iteration 18 : loss : 0.931952, loss_ce: 1.039901
2022-04-03 16:43:00,948 iteration 19 : loss : 0.922269, loss_ce: 1.016723
2022-04-03 16:43:02,808 iteration 20 : loss : 0.925831, loss_ce: 1.023119
2022-04-03 16:43:05,026 iteration 21 : loss : 0.955097, loss_ce: 1.076509
2022-04-03 16:43:07,369 iteration 22 : loss : 0.910974, loss_ce: 0.993844
2022-04-03 16:43:09,373 iteration 23 : loss : 0.882379, loss_ce: 0.950563
2022-04-03 16:43:11,573 iteration 24 : loss : 0.884979, loss_ce: 0.954091
2022-04-03 16:43:13,266 iteration 25 : loss : 0.888894, loss_ce: 0.959419
2022-04-03 16:43:15,279 iteration 26 : loss : 0.849112, loss_ce: 0.894220
2022-04-03 16:43:17,164 iteration 27 : loss : 0.848096, loss_ce: 0.892918
2022-04-03 16:43:19,213 iteration 28 : loss : 0.844407, loss_ce: 0.883531
2022-04-03 16:43:22,104 iteration 29 : loss : 0.842834, loss_ce: 0.888792
2022-04-03 16:43:24,365 iteration 30 : loss : 0.831544, loss_ce: 0.866839
2022-04-03 16:43:26,441 iteration 31 : loss : 0.801025, loss_ce: 0.813272
2022-04-03 16:43:28,662 iteration 32 : loss : 0.825087, loss_ce: 0.845894
2022-04-03 16:43:30,413 iteration 33 : loss : 0.817487, loss_ce: 0.835184
2022-04-03 16:43:32,560 iteration 34 : loss : 0.816911, loss_ce: 0.830166
2022-04-03 16:43:34,986 iteration 35 : loss : 0.822099, loss_ce: 0.843270
2022-04-03 16:43:36,800 iteration 36 : loss : 0.786544, loss_ce: 0.785964
2022-04-03 16:43:38,550 iteration 37 : loss : 0.826188, loss_ce: 0.845673
2022-04-03 16:43:40,477 iteration 38 : loss : 0.779510, loss_ce: 0.769583
2022-04-03 16:43:42,679 iteration 39 : loss : 0.782594, loss_ce: 0.774433
2022-04-03 16:43:44,525 iteration 40 : loss : 0.793979, loss_ce: 0.782577
2022-04-03 16:43:46,361 iteration 41 : loss : 0.768378, loss_ce: 0.748717
2022-04-03 16:43:48,793 iteration 42 : loss : 0.796084, loss_ce: 0.792241
2022-04-03 16:43:50,837 iteration 43 : loss : 0.761793, loss_ce: 0.729837
2022-04-03 16:43:52,802 iteration 44 : loss : 0.754242, loss_ce: 0.723673
2022-04-03 16:43:54,816 iteration 45 : loss : 0.729742, loss_ce: 0.691925
2022-04-03 16:43:56,751 iteration 46 : loss : 0.778140, loss_ce: 0.761966
2022-04-03 16:43:58,849 iteration 47 : loss : 0.695358, loss_ce: 0.633578
2022-04-03 16:44:00,772 iteration 48 : loss : 0.735114, loss_ce: 0.689955
2022-04-03 16:44:02,697 iteration 49 : loss : 0.701659, loss_ce: 0.635495
2022-04-03 16:44:04,616 iteration 50 : loss : 0.712940, loss_ce: 0.648543
2022-04-03 16:44:06,578 iteration 51 : loss : 0.706193, loss_ce: 0.645427
2022-04-03 16:44:08,489 iteration 52 : loss : 0.676988, loss_ce: 0.591219
2022-04-03 16:44:10,475 iteration 53 : loss : 0.649387, loss_ce: 0.573906
2022-04-03 16:44:12,615 iteration 54 : loss : 0.664931, loss_ce: 0.580717
2022-04-03 16:44:14,658 iteration 55 : loss : 0.675126, loss_ce: 0.599516
2022-04-03 16:44:16,542 iteration 56 : loss : 0.658737, loss_ce: 0.547212
2022-04-03 16:44:18,633 iteration 57 : loss : 0.648623, loss_ce: 0.545066
2022-04-03 16:44:20,630 iteration 58 : loss : 0.622108, loss_ce: 0.504649
2022-04-03 16:44:22,361 iteration 59 : loss : 0.640804, loss_ce: 0.543542
2022-04-03 16:44:24,654 iteration 60 : loss : 0.631424, loss_ce: 0.536041
2022-04-03 16:44:26,738 iteration 61 : loss : 0.620024, loss_ce: 0.497444
2022-04-03 16:44:28,973 iteration 62 : loss : 0.619969, loss_ce: 0.486942
2022-04-03 16:44:31,123 iteration 63 : loss : 0.589091, loss_ce: 0.453432
2022-04-03 16:44:33,357 iteration 64 : loss : 0.593598, loss_ce: 0.449768
2022-04-03 16:44:35,314 iteration 65 : loss : 0.583179, loss_ce: 0.427861
2022-04-03 16:44:37,327 iteration 66 : loss : 0.564848, loss_ce: 0.408838
2022-04-03 16:44:39,376 iteration 67 : loss : 0.588418, loss_ce: 0.419043
2022-04-03 16:44:41,577 iteration 68 : loss : 0.584742, loss_ce: 0.421821
2022-04-03 16:44:44,002 iteration 69 : loss : 0.552476, loss_ce: 0.381161
2022-04-03 16:44:45,804 iteration 70 : loss : 0.539519, loss_ce: 0.371687
2022-04-03 16:44:47,786 iteration 71 : loss : 0.520617, loss_ce: 0.367167
2022-04-03 16:44:49,670 iteration 72 : loss : 0.569334, loss_ce: 0.393925
2022-04-03 16:44:51,702 iteration 73 : loss : 0.536246, loss_ce: 0.353320
2022-04-03 16:44:53,795 iteration 74 : loss : 0.516303, loss_ce: 0.341803
2022-04-03 16:44:56,093 iteration 75 : loss : 0.511770, loss_ce: 0.326976
2022-04-03 16:44:58,109 iteration 76 : loss : 0.504357, loss_ce: 0.329141
2022-04-03 16:45:00,960 iteration 77 : loss : 0.492044, loss_ce: 0.325182
2022-04-03 16:45:03,337 iteration 78 : loss : 0.487882, loss_ce: 0.311251
2022-04-03 16:45:05,401 iteration 79 : loss : 0.475029, loss_ce: 0.315091
2022-04-03 16:45:07,441 iteration 80 : loss : 0.489312, loss_ce: 0.300776
2022-04-03 16:45:09,714 iteration 81 : loss : 0.456437, loss_ce: 0.289800
2022-04-03 16:45:11,992 iteration 82 : loss : 0.469319, loss_ce: 0.287307
2022-04-03 16:45:13,852 iteration 83 : loss : 0.504080, loss_ce: 0.274771
2022-04-03 16:45:15,882 iteration 84 : loss : 0.487196, loss_ce: 0.278790
2022-04-03 16:45:18,101 iteration 85 : loss : 0.485387, loss_ce: 0.275551
2022-04-03 16:45:19,955 iteration 86 : loss : 0.505234, loss_ce: 0.284070
2022-04-03 16:45:22,286 iteration 87 : loss : 0.439923, loss_ce: 0.257443
2022-04-03 16:45:24,205 iteration 88 : loss : 0.445803, loss_ce: 0.270863
2022-04-03 16:45:26,336 iteration 89 : loss : 0.437254, loss_ce: 0.239127
2022-04-03 16:45:28,407 iteration 90 : loss : 0.420483, loss_ce: 0.244578
2022-04-03 16:45:30,463 iteration 91 : loss : 0.466750, loss_ce: 0.239892
2022-04-03 16:45:32,212 iteration 92 : loss : 0.433734, loss_ce: 0.237070
2022-04-03 16:45:34,340 iteration 93 : loss : 0.413889, loss_ce: 0.226067
2022-04-03 16:45:36,443 iteration 94 : loss : 0.410770, loss_ce: 0.219823
2022-04-03 16:45:38,787 iteration 95 : loss : 0.399171, loss_ce: 0.216380
2022-04-03 16:45:40,935 iteration 96 : loss : 0.423168, loss_ce: 0.206972
2022-04-03 16:45:42,818 iteration 97 : loss : 0.398822, loss_ce: 0.208227
2022-04-03 16:45:44,980 iteration 98 : loss : 0.399854, loss_ce: 0.207632
2022-04-03 16:45:46,877 iteration 99 : loss : 0.354114, loss_ce: 0.200522
2022-04-03 16:45:48,843 iteration 100 : loss : 0.392154, loss_ce: 0.208381
2022-04-03 16:45:50,893 iteration 101 : loss : 0.378254, loss_ce: 0.202724
2022-04-03 16:45:52,786 iteration 102 : loss : 0.380466, loss_ce: 0.200663
2022-04-03 16:45:54,616 iteration 103 : loss : 0.380786, loss_ce: 0.182326
2022-04-03 16:45:56,940 iteration 104 : loss : 0.346890, loss_ce: 0.178068
2022-04-03 16:45:58,967 iteration 105 : loss : 0.396161, loss_ce: 0.197557
2022-04-03 16:46:00,857 iteration 106 : loss : 0.358719, loss_ce: 0.187642
2022-04-03 16:46:02,587 iteration 107 : loss : 0.376138, loss_ce: 0.181092
2022-04-03 16:46:04,586 iteration 108 : loss : 0.304290, loss_ce: 0.162952
2022-04-03 16:46:06,620 iteration 109 : loss : 0.335918, loss_ce: 0.154666
2022-04-03 16:46:08,760 iteration 110 : loss : 0.353606, loss_ce: 0.155442
2022-04-03 16:46:10,742 iteration 111 : loss : 0.344939, loss_ce: 0.153260
2022-04-03 16:46:12,735 iteration 112 : loss : 0.351927, loss_ce: 0.149101
2022-04-03 16:46:14,725 iteration 113 : loss : 0.322708, loss_ce: 0.151280
2022-04-03 16:46:16,683 iteration 114 : loss : 0.413525, loss_ce: 0.142554
2022-04-03 16:46:18,836 iteration 115 : loss : 0.294855, loss_ce: 0.135040
2022-04-03 16:46:20,760 iteration 116 : loss : 0.294299, loss_ce: 0.130898
2022-04-03 16:46:22,795 iteration 117 : loss : 0.402355, loss_ce: 0.151027
2022-04-03 16:46:24,390 iteration 118 : loss : 0.309008, loss_ce: 0.140270
2022-04-03 16:46:26,386 iteration 119 : loss : 0.315985, loss_ce: 0.129163
2022-04-03 16:46:28,406 iteration 120 : loss : 0.334168, loss_ce: 0.123667
2022-04-03 16:46:30,516 iteration 121 : loss : 0.358200, loss_ce: 0.122102
2022-04-03 16:46:32,468 iteration 122 : loss : 0.324926, loss_ce: 0.116507
2022-04-03 16:46:34,353 iteration 123 : loss : 0.358294, loss_ce: 0.116135
2022-04-03 16:46:36,478 iteration 124 : loss : 0.272920, loss_ce: 0.114322
2022-04-03 16:46:38,709 iteration 125 : loss : 0.312673, loss_ce: 0.112591
2022-04-03 16:46:40,849 iteration 126 : loss : 0.315123, loss_ce: 0.109248
2022-04-03 16:46:43,037 iteration 127 : loss : 0.259730, loss_ce: 0.109309
2022-04-03 16:46:45,740 iteration 128 : loss : 0.267678, loss_ce: 0.109662
2022-04-03 16:46:47,521 iteration 129 : loss : 0.293915, loss_ce: 0.113807
2022-04-03 16:46:49,729 iteration 130 : loss : 0.339401, loss_ce: 0.107059
2022-04-03 16:46:51,916 iteration 131 : loss : 0.322604, loss_ce: 0.099474
2022-04-03 16:46:54,121 iteration 132 : loss : 0.255521, loss_ce: 0.101613
2022-04-03 16:46:56,557 iteration 133 : loss : 0.270618, loss_ce: 0.100396
2022-04-03 16:46:58,518 iteration 134 : loss : 0.269327, loss_ce: 0.110046
2022-04-03 16:47:00,414 iteration 135 : loss : 0.254562, loss_ce: 0.099666
