2022-04-04 13:55:31,392 ============================================================
2022-04-04 13:55:31,393 Loading data...
2022-04-04 13:55:31,394 Already preprocessed Training Data Part 1. Loading now...
2022-04-04 13:55:31,600 Already preprocessed Training Data Part2. Loading now...
2022-04-04 13:55:31,918 Already preprocessed Training Data Part3. Loading now...
2022-04-04 13:55:32,240 Already preprocessed this configuration. Loading now...
2022-04-04 14:01:48,077 Training Images: torch.Size([240, 240, 54560])
2022-04-04 14:01:48,412 Training Labels: torch.Size([240, 240, 54560])
2022-04-04 14:01:48,412 Validation Images: torch.Size([240, 240, 12400])
2022-04-04 14:01:48,412 Validation Labels: torch.Size([240, 240, 12400])
2022-04-04 14:01:48,412 ============================================================
2022-04-04 14:01:51,477 17 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-04-04 14:01:53,984 iteration 1 : loss : 1.234784, loss_ce: 1.593570
2022-04-04 14:01:56,745 iteration 2 : loss : 1.196753, loss_ce: 1.519217
2022-04-04 14:01:59,151 iteration 3 : loss : 1.158767, loss_ce: 1.448292
2022-04-04 14:02:01,026 iteration 4 : loss : 1.098096, loss_ce: 1.365724
2022-04-04 14:02:03,501 iteration 5 : loss : 1.111821, loss_ce: 1.365074
2022-04-04 14:02:06,311 iteration 6 : loss : 1.073140, loss_ce: 1.305250
2022-04-04 14:02:08,993 iteration 7 : loss : 1.042251, loss_ce: 1.251566
2022-04-04 14:02:10,877 iteration 8 : loss : 1.035614, loss_ce: 1.217105
2022-04-04 14:02:13,218 iteration 9 : loss : 1.012129, loss_ce: 1.190707
2022-04-04 14:02:14,948 iteration 10 : loss : 1.003659, loss_ce: 1.172504
2022-04-04 14:02:17,485 iteration 11 : loss : 1.017352, loss_ce: 1.183849
2022-04-04 14:02:20,147 iteration 12 : loss : 0.994769, loss_ce: 1.149953
2022-04-04 14:02:22,429 iteration 13 : loss : 0.994328, loss_ce: 1.148905
2022-04-04 14:02:24,458 iteration 14 : loss : 0.953593, loss_ce: 1.086628
2022-04-04 14:02:26,964 iteration 15 : loss : 0.944882, loss_ce: 1.062521
2022-04-04 14:02:29,237 iteration 16 : loss : 0.941064, loss_ce: 1.059618
2022-04-04 14:02:31,399 iteration 17 : loss : 0.920469, loss_ce: 1.026937
2022-04-04 14:02:33,453 iteration 18 : loss : 0.931952, loss_ce: 1.039900
2022-04-04 14:02:36,037 iteration 19 : loss : 0.922269, loss_ce: 1.016723
2022-04-04 14:02:38,049 iteration 20 : loss : 0.925831, loss_ce: 1.023119
2022-04-04 14:02:39,952 iteration 21 : loss : 0.955097, loss_ce: 1.076509
2022-04-04 14:02:42,554 iteration 22 : loss : 0.910974, loss_ce: 0.993844
2022-04-04 14:02:44,742 iteration 23 : loss : 0.882379, loss_ce: 0.950563
2022-04-04 14:02:47,473 iteration 24 : loss : 0.884979, loss_ce: 0.954091
2022-04-04 14:02:49,286 iteration 25 : loss : 0.888894, loss_ce: 0.959419
2022-04-04 14:02:51,497 iteration 26 : loss : 0.849112, loss_ce: 0.894220
2022-04-04 14:02:53,541 iteration 27 : loss : 0.848096, loss_ce: 0.892918
2022-04-04 14:02:55,791 iteration 28 : loss : 0.844408, loss_ce: 0.883531
2022-04-04 14:02:58,573 iteration 29 : loss : 0.842834, loss_ce: 0.888792
2022-04-04 14:03:01,073 iteration 30 : loss : 0.831544, loss_ce: 0.866839
2022-04-04 14:03:03,417 iteration 31 : loss : 0.801025, loss_ce: 0.813272
2022-04-04 14:03:05,888 iteration 32 : loss : 0.825087, loss_ce: 0.845894
2022-04-04 14:03:08,392 iteration 33 : loss : 0.817487, loss_ce: 0.835184
2022-04-04 14:03:10,637 iteration 34 : loss : 0.816911, loss_ce: 0.830166
2022-04-04 14:03:13,353 iteration 35 : loss : 0.822099, loss_ce: 0.843270
2022-04-04 14:03:15,311 iteration 36 : loss : 0.786544, loss_ce: 0.785964
2022-04-04 14:03:17,191 iteration 37 : loss : 0.826188, loss_ce: 0.845673
2022-04-04 14:03:19,530 iteration 38 : loss : 0.779510, loss_ce: 0.769583
2022-04-04 14:03:21,961 iteration 39 : loss : 0.782594, loss_ce: 0.774433
2022-04-04 14:03:23,958 iteration 40 : loss : 0.793979, loss_ce: 0.782577
2022-04-04 14:03:25,950 iteration 41 : loss : 0.768378, loss_ce: 0.748717
2022-04-04 14:03:27,818 iteration 42 : loss : 0.796084, loss_ce: 0.792241
2022-04-04 14:03:30,523 iteration 43 : loss : 0.761793, loss_ce: 0.729837
2022-04-04 14:03:32,667 iteration 44 : loss : 0.754242, loss_ce: 0.723673
2022-04-04 14:03:34,877 iteration 45 : loss : 0.729742, loss_ce: 0.691925
2022-04-04 14:03:36,986 iteration 46 : loss : 0.778140, loss_ce: 0.761967
2022-04-04 14:03:39,305 iteration 47 : loss : 0.695358, loss_ce: 0.633578
2022-04-04 14:03:41,752 iteration 48 : loss : 0.735114, loss_ce: 0.689955
2022-04-04 14:03:43,845 iteration 49 : loss : 0.701659, loss_ce: 0.635495
2022-04-04 14:03:45,937 iteration 50 : loss : 0.712940, loss_ce: 0.648543
2022-04-04 14:03:48,073 iteration 51 : loss : 0.706193, loss_ce: 0.645427
2022-04-04 14:03:50,139 iteration 52 : loss : 0.676988, loss_ce: 0.591219
2022-04-04 14:03:54,328 iteration 53 : loss : 0.649387, loss_ce: 0.573906
2022-04-04 14:03:56,686 iteration 54 : loss : 0.664931, loss_ce: 0.580717
2022-04-04 14:03:59,855 iteration 55 : loss : 0.675126, loss_ce: 0.599517
2022-04-04 14:04:01,892 iteration 56 : loss : 0.658737, loss_ce: 0.547212
2022-04-04 14:04:04,195 iteration 57 : loss : 0.648623, loss_ce: 0.545066
2022-04-04 14:04:06,440 iteration 58 : loss : 0.622108, loss_ce: 0.504649
2022-04-04 14:04:08,293 iteration 59 : loss : 0.640804, loss_ce: 0.543542
2022-04-04 14:04:10,841 iteration 60 : loss : 0.631424, loss_ce: 0.536041
2022-04-04 14:04:13,126 iteration 61 : loss : 0.620024, loss_ce: 0.497444
2022-04-04 14:04:15,598 iteration 62 : loss : 0.619969, loss_ce: 0.486942
2022-04-04 14:04:17,976 iteration 63 : loss : 0.589091, loss_ce: 0.453432
2022-04-04 14:04:20,325 iteration 64 : loss : 0.593598, loss_ce: 0.449768
2022-04-04 14:04:22,796 iteration 65 : loss : 0.583179, loss_ce: 0.427861
2022-04-04 14:04:24,993 iteration 66 : loss : 0.564848, loss_ce: 0.408838
2022-04-04 14:04:27,232 iteration 67 : loss : 0.588418, loss_ce: 0.419043
2022-04-04 14:04:29,652 iteration 68 : loss : 0.584742, loss_ce: 0.421821
2022-04-04 14:04:31,577 iteration 69 : loss : 0.552476, loss_ce: 0.381161
2022-04-04 14:04:33,696 iteration 70 : loss : 0.539519, loss_ce: 0.371688
2022-04-04 14:04:35,867 iteration 71 : loss : 0.520617, loss_ce: 0.367167
2022-04-04 14:04:37,914 iteration 72 : loss : 0.569334, loss_ce: 0.393925
2022-04-04 14:04:40,144 iteration 73 : loss : 0.536246, loss_ce: 0.353320
2022-04-04 14:04:42,448 iteration 74 : loss : 0.516303, loss_ce: 0.341803
2022-04-04 14:04:44,996 iteration 75 : loss : 0.511770, loss_ce: 0.326976
2022-04-04 14:04:47,200 iteration 76 : loss : 0.504357, loss_ce: 0.329141
2022-04-04 14:04:49,687 iteration 77 : loss : 0.492044, loss_ce: 0.325182
2022-04-04 14:04:52,840 iteration 78 : loss : 0.487882, loss_ce: 0.311251
2022-04-04 14:04:55,103 iteration 79 : loss : 0.475029, loss_ce: 0.315091
2022-04-04 14:04:57,346 iteration 80 : loss : 0.489312, loss_ce: 0.300776
2022-04-04 14:04:59,868 iteration 81 : loss : 0.456437, loss_ce: 0.289800
2022-04-04 14:05:02,087 iteration 82 : loss : 0.469319, loss_ce: 0.287307
2022-04-04 14:05:04,090 iteration 83 : loss : 0.504080, loss_ce: 0.274771
2022-04-04 14:05:06,312 iteration 84 : loss : 0.487196, loss_ce: 0.278790
2022-04-04 14:05:08,767 iteration 85 : loss : 0.485387, loss_ce: 0.275551
2022-04-04 14:05:10,776 iteration 86 : loss : 0.505234, loss_ce: 0.284070
