2022-03-14 10:51:50,299 ============================================================
2022-03-14 10:51:50,299 Loading data...
2022-03-14 10:51:50,301 Already preprocessed this configuration. Loading now...
2022-03-14 10:51:50,587 Already preprocessed this configuration. Loading now...
2022-03-14 10:55:45,130 Training Images: torch.Size([240, 240, 54560])
2022-03-14 10:55:45,131 Training Labels: torch.Size([240, 240, 54560])
2022-03-14 10:55:45,131 Validation Images: torch.Size([240, 240, 12400])
2022-03-14 10:55:45,131 Validation Labels: torch.Size([240, 240, 12400])
2022-03-14 10:55:45,131 ============================================================
2022-03-14 10:55:45,173 9 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-03-14 10:55:47,345 iteration 1 : loss : 0.223817, loss_ce: 0.008810
2022-03-14 10:55:49,474 iteration 2 : loss : 0.300343, loss_ce: 0.003082
2022-03-14 10:55:50,866 iteration 3 : loss : 0.246295, loss_ce: 0.019701
2022-03-14 10:55:52,540 iteration 4 : loss : 0.152333, loss_ce: 0.004827
2022-03-14 10:55:54,366 iteration 5 : loss : 0.144265, loss_ce: 0.008448
2022-03-14 10:55:56,054 iteration 6 : loss : 0.197995, loss_ce: 0.006290
2022-03-14 10:55:57,428 iteration 7 : loss : 0.258557, loss_ce: 0.002035
2022-03-14 10:55:59,977 iteration 8 : loss : 0.377743, loss_ce: 0.005378
2022-03-14 10:56:01,816 iteration 9 : loss : 0.148716, loss_ce: 0.015590
2022-03-14 10:56:03,224 iteration 10 : loss : 0.259589, loss_ce: 0.002640
2022-03-14 10:56:04,927 iteration 11 : loss : 0.271177, loss_ce: 0.010440
2022-03-14 10:56:06,197 iteration 12 : loss : 0.156109, loss_ce: 0.005201
2022-03-14 10:56:07,531 iteration 13 : loss : 0.111649, loss_ce: 0.008865
2022-03-14 10:56:09,542 iteration 14 : loss : 0.214727, loss_ce: 0.007638
2022-03-14 10:56:11,218 iteration 15 : loss : 0.151076, loss_ce: 0.006332
2022-03-14 10:56:12,769 iteration 16 : loss : 0.139565, loss_ce: 0.003471
2022-03-14 10:56:14,598 iteration 17 : loss : 0.310311, loss_ce: 0.011663
2022-03-14 10:56:16,427 iteration 18 : loss : 0.170555, loss_ce: 0.004475
2022-03-14 10:56:18,744 iteration 19 : loss : 0.261939, loss_ce: 0.001970
2022-03-14 10:56:20,733 iteration 20 : loss : 0.136755, loss_ce: 0.004548
2022-03-14 10:56:22,030 iteration 21 : loss : 0.126512, loss_ce: 0.004670
2022-03-14 10:56:24,149 iteration 22 : loss : 0.199457, loss_ce: 0.008642
2022-03-14 10:56:25,673 iteration 23 : loss : 0.185559, loss_ce: 0.009190
2022-03-14 10:56:27,294 iteration 24 : loss : 0.116959, loss_ce: 0.006214
2022-03-14 10:56:28,882 iteration 25 : loss : 0.141180, loss_ce: 0.009460
2022-03-14 10:56:30,947 iteration 26 : loss : 0.128283, loss_ce: 0.003575
2022-03-14 10:56:32,881 iteration 27 : loss : 0.157105, loss_ce: 0.004869
2022-03-14 10:56:34,387 iteration 28 : loss : 0.049971, loss_ce: 0.004227
2022-03-14 10:56:35,970 iteration 29 : loss : 0.378928, loss_ce: 0.007660
2022-03-14 10:56:38,093 iteration 30 : loss : 0.328331, loss_ce: 0.003929
2022-03-14 10:56:40,563 iteration 31 : loss : 0.143017, loss_ce: 0.004072
2022-03-14 10:56:42,367 iteration 32 : loss : 0.071706, loss_ce: 0.004014
2022-03-14 10:56:43,694 iteration 33 : loss : 0.209851, loss_ce: 0.011730
2022-03-14 10:56:45,756 iteration 34 : loss : 0.118292, loss_ce: 0.013967
2022-03-14 10:56:47,417 iteration 35 : loss : 0.115898, loss_ce: 0.004695
2022-03-14 10:56:49,256 iteration 36 : loss : 0.087908, loss_ce: 0.003170
2022-03-14 10:56:51,204 iteration 37 : loss : 0.355558, loss_ce: 0.008608
2022-03-14 10:56:52,976 iteration 38 : loss : 0.110070, loss_ce: 0.002459
2022-03-14 10:56:55,121 iteration 39 : loss : 0.170586, loss_ce: 0.018733
2022-03-14 10:56:56,748 iteration 40 : loss : 0.176906, loss_ce: 0.010511
2022-03-14 10:56:58,614 iteration 41 : loss : 0.130555, loss_ce: 0.005844
2022-03-14 10:57:00,880 iteration 42 : loss : 0.342624, loss_ce: 0.002977
2022-03-14 10:57:02,389 iteration 43 : loss : 0.136065, loss_ce: 0.002220
2022-03-14 10:57:03,964 iteration 44 : loss : 0.194113, loss_ce: 0.012260
2022-03-14 10:57:05,890 iteration 45 : loss : 0.155573, loss_ce: 0.006787
2022-03-14 10:57:07,605 iteration 46 : loss : 0.140854, loss_ce: 0.004049
