2022-04-07 00:44:02,722 ============================================================
2022-04-07 00:44:02,723 Loading data...
2022-04-07 00:44:02,725 Already preprocessed Training Data Part 1. Loading now...
2022-04-07 00:44:02,879 Already preprocessed Training Data Part2. Loading now...
2022-04-07 00:44:03,174 Already preprocessed Training Data Part3. Loading now...
2022-04-07 00:44:03,477 Already preprocessed this configuration. Loading now...
2022-04-07 00:50:54,039 Training Images: torch.Size([240, 240, 54560])
2022-04-07 00:50:54,040 Training Labels: torch.Size([240, 240, 54560])
2022-04-07 00:50:54,040 Validation Images: torch.Size([240, 240, 12400])
2022-04-07 00:50:54,040 Validation Labels: torch.Size([240, 240, 12400])
2022-04-07 00:50:54,040 ============================================================
2022-04-07 00:50:54,076 17 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-04-07 00:50:55,938 iteration 1 : loss : 1.124425, loss_ce: 1.374936
2022-04-07 00:50:57,399 iteration 2 : loss : 1.072480, loss_ce: 1.296399
2022-04-07 00:50:59,012 iteration 3 : loss : 1.055154, loss_ce: 1.253783
2022-04-07 00:51:00,094 iteration 4 : loss : 1.020174, loss_ce: 1.200758
2022-04-07 00:51:01,285 iteration 5 : loss : 0.988716, loss_ce: 1.162582
2022-04-07 00:51:03,021 iteration 6 : loss : 0.981830, loss_ce: 1.133922
2022-04-07 00:51:04,356 iteration 7 : loss : 1.014651, loss_ce: 1.172873
2022-04-07 00:51:05,806 iteration 8 : loss : 0.940748, loss_ce: 1.078400
2022-04-07 00:51:07,750 iteration 9 : loss : 0.947259, loss_ce: 1.068451
2022-04-07 00:51:09,461 iteration 10 : loss : 0.920934, loss_ce: 1.033419
2022-04-07 00:51:11,428 iteration 11 : loss : 0.925238, loss_ce: 1.024681
2022-04-07 00:51:12,911 iteration 12 : loss : 0.905401, loss_ce: 0.999050
2022-04-07 00:51:14,368 iteration 13 : loss : 0.913287, loss_ce: 1.003378
2022-04-07 00:51:15,880 iteration 14 : loss : 0.875606, loss_ce: 0.941807
2022-04-07 00:51:17,635 iteration 15 : loss : 0.838574, loss_ce: 0.911005
2022-04-07 00:51:19,029 iteration 16 : loss : 0.845141, loss_ce: 0.908848
2022-04-07 00:51:20,601 iteration 17 : loss : 0.829211, loss_ce: 0.882888
2022-04-07 00:51:22,168 iteration 18 : loss : 0.805670, loss_ce: 0.850425
2022-04-07 00:51:23,706 iteration 19 : loss : 0.814979, loss_ce: 0.847149
2022-04-07 00:51:25,447 iteration 20 : loss : 0.800861, loss_ce: 0.829828
2022-04-07 00:51:26,618 iteration 21 : loss : 0.831396, loss_ce: 0.867822
2022-04-07 00:51:28,901 iteration 22 : loss : 0.776302, loss_ce: 0.784760
2022-04-07 00:51:30,415 iteration 23 : loss : 0.786787, loss_ce: 0.806304
2022-04-07 00:51:32,041 iteration 24 : loss : 0.758724, loss_ce: 0.765079
2022-04-07 00:51:33,300 iteration 25 : loss : 0.785275, loss_ce: 0.785118
2022-04-07 00:51:34,640 iteration 26 : loss : 0.738615, loss_ce: 0.731378
2022-04-07 00:51:36,858 iteration 27 : loss : 0.726443, loss_ce: 0.712780
2022-04-07 00:51:38,518 iteration 28 : loss : 0.714315, loss_ce: 0.692996
2022-04-07 00:51:40,486 iteration 29 : loss : 0.718570, loss_ce: 0.683662
2022-04-07 00:51:42,161 iteration 30 : loss : 0.717452, loss_ce: 0.690364
2022-04-07 00:51:43,481 iteration 31 : loss : 0.712228, loss_ce: 0.678344
2022-04-07 00:51:45,137 iteration 32 : loss : 0.734810, loss_ce: 0.703690
2022-04-07 00:51:47,062 iteration 33 : loss : 0.708839, loss_ce: 0.663600
