2022-04-04 13:47:51,455 ============================================================
2022-04-04 13:47:51,456 Loading data...
2022-04-04 13:47:51,458 Already preprocessed Training Data Part 1. Loading now...
2022-04-04 13:47:51,474 Already preprocessed Training Data Part2. Loading now...
2022-04-04 13:47:51,481 Already preprocessed Training Data Part3. Loading now...
2022-04-04 13:47:51,487 Already preprocessed this configuration. Loading now...
2022-04-04 13:54:06,171 Training Images: torch.Size([240, 240, 54560])
2022-04-04 13:54:06,171 Training Labels: torch.Size([240, 240, 54560])
2022-04-04 13:54:06,171 Validation Images: torch.Size([240, 240, 12400])
2022-04-04 13:54:06,171 Validation Labels: torch.Size([240, 240, 12400])
2022-04-04 13:54:06,171 ============================================================
2022-04-04 13:54:06,220 17 iterations per epoch. 119351 max iterations 
  0%|                                         | 0/140 [00:00<?, ?it/s]EPOCH: 0
2022-04-04 13:54:13,153 iteration 1 : loss : 1.038074, loss_ce: 1.226964
2022-04-04 13:54:15,400 iteration 2 : loss : 0.991255, loss_ce: 1.145164
2022-04-04 13:54:17,221 iteration 3 : loss : 0.942052, loss_ce: 1.066993
2022-04-04 13:54:19,205 iteration 4 : loss : 0.930723, loss_ce: 1.034007
2022-04-04 13:54:21,278 iteration 5 : loss : 0.900185, loss_ce: 0.990932
2022-04-04 13:54:23,263 iteration 6 : loss : 0.862921, loss_ce: 0.955046
2022-04-04 13:54:25,076 iteration 7 : loss : 0.868342, loss_ce: 0.944033
2022-04-04 13:54:27,550 iteration 8 : loss : 0.913254, loss_ce: 1.000913
2022-04-04 13:54:29,639 iteration 9 : loss : 0.845614, loss_ce: 0.909884
2022-04-04 13:54:31,473 iteration 10 : loss : 0.796648, loss_ce: 0.860301
2022-04-04 13:54:33,467 iteration 11 : loss : 0.802176, loss_ce: 0.836164
2022-04-04 13:54:35,226 iteration 12 : loss : 0.849428, loss_ce: 0.898069
2022-04-04 13:54:37,016 iteration 13 : loss : 0.822104, loss_ce: 0.855728
2022-04-04 13:54:39,185 iteration 14 : loss : 0.794308, loss_ce: 0.810438
2022-04-04 13:54:41,170 iteration 15 : loss : 0.761064, loss_ce: 0.772553
2022-04-04 13:54:43,089 iteration 16 : loss : 0.767487, loss_ce: 0.776350
2022-04-04 13:54:45,161 iteration 17 : loss : 0.781781, loss_ce: 0.788064
2022-04-04 13:54:47,232 iteration 18 : loss : 0.757289, loss_ce: 0.746388
2022-04-04 13:54:49,585 iteration 19 : loss : 0.723974, loss_ce: 0.719120
2022-04-04 13:54:51,745 iteration 20 : loss : 0.706438, loss_ce: 0.683355
2022-04-04 13:54:53,511 iteration 21 : loss : 0.716814, loss_ce: 0.686431
2022-04-04 13:54:55,767 iteration 22 : loss : 0.702547, loss_ce: 0.659786
2022-04-04 13:54:57,669 iteration 23 : loss : 0.699656, loss_ce: 0.656249
2022-04-04 13:54:59,630 iteration 24 : loss : 0.660147, loss_ce: 0.598588
